Date,AAPL_Close,GE_Close,PFE_Close,XOM_Close,^GSPC_Close
2021-01-01,-2.178261907726944,-1.646620263369477,-2.2548260178629658,-3.0,-2.3483256654332605
2021-02-01,-3.0,-0.7787637642302458,-2.677036756631148,-2.351227864117381,-1.857315209655699
2021-03-01,-2.9176311544423092,-0.503474807419547,-2.1053721950908706,-2.187290361403602,-1.0378322012219712
2021-04-01,-2.2015727937401426,-0.50362567313854,-1.600469811737985,-2.089671854338709,0.01745378437463696
2021-05-01,-2.7284279382702525,-0.06471015105067446,-1.5837780959412913,-2.0114384274884216,0.13368287632428988
2021-06-01,-1.7606648571795789,-0.3448692418526167,-1.4135589504102186,-1.6217298557584618,0.6068597949417427
2021-07-01,-1.0749806336813261,-0.5784042976421069,-0.6445294199221165,-2.0087605456101993,1.1021761772542513
2021-08-01,-0.6150328371075142,-0.4726786172141413,0.1302401718082975,-2.222997479738936,1.747773230273678
2021-09-01,-1.394553802714111,-0.6116988386603559,-0.5203150943184074,-1.8584240320113636,0.6577293504784225
2021-10-01,-0.7541359835638204,-0.49945945828327165,-0.36511886780430913,-1.4555528303069312,2.166785279281166
2021-11-01,0.44182200083706835,-1.0770093337283888,1.7587656338429358,-1.7856928939561512,1.97232711352423
2021-12-01,1.4085550743949256,-1.107406600157611,3.0,-1.6307952565406685,2.981507152629283
2022-01-01,1.1929677269299637,-1.101986314013213,1.6359896030493726,-0.563470699881508,1.7116459994837676
2022-02-01,0.44652684036451085,-1.0417234377510272,0.4793438377266135,-0.38570482064843814,0.9941556829736333
2022-03-01,1.1970218461661677,-1.276339939631953,1.5230951729514377,-0.01820543205608116,1.7869384833473667
2022-04-01,-0.1151717992446013,-2.264127432211064,0.9396328459684642,0.17614513598937132,-0.23202771494378727
2022-05-01,-0.7967971099870086,-2.0451117512427386,1.797541499724522,0.961583789750553,-0.230914433162273
2022-06-01,-1.718974418483652,-2.9012631014727903,1.7581162929286496,0.26873497668696444,-1.9878833709512622
2022-07-01,0.2793216850140299,-2.2964380821340535,1.3398245561431583,1.102078198264894,-0.2403377449529165
2022-08-01,-0.1305649891911127,-2.323994285960893,0.2659852178899511,1.0031683252993666,-1.1284743668931438
2022-09-01,-1.589425955051366,-3.0,-0.056754082508461146,0.4546187078528354,-3.0
2022-10-01,-0.4146984691395703,-2.062119322453352,0.5557917836354846,2.2060665419244767,-1.5491093333421295
2022-11-01,-0.8267050774058551,-1.5831032570675694,1.3417828858846592,2.245566287608283,-0.4945828533164667
2022-12-01,-2.214381078220354,-1.7110754658613725,1.6819035339887334,2.2342340046412774,-1.7136746462856385
2023-01-01,-1.0983262727119207,-0.5719758223178997,0.11416312793046712,2.6632240544663768,-0.5123669112862856
2023-02-01,-0.8558388914027129,-0.2535780742788818,-0.5983062790235714,2.2049326448412927,-1.0517148250374597
2023-03-01,0.5230457943905633,0.5661246984952233,-0.5469090248080084,2.249546175172103,-0.346636363411458
2023-04-01,0.8951139953896323,0.8266944559386875,-0.9737274604679751,2.906689085875782,-0.04177528036146194
2023-05-01,1.4843514053351274,1.0195668485638203,-1.1681418168052802,1.683252436346093,0.01066523946691067
2023-06-01,2.8066941302053756,1.6464037565564027,-1.378889954986526,2.1375475427391297,1.381451571005524
2023-07-01,3.0,1.9771500087581897,-1.518937704500223,2.136784518160365,2.083590968728327
2023-08-01,2.3312225202748404,2.0001011815759595,-1.5835007439779019,2.4384248538080886,1.6716717616488443
2023-09-01,1.0506613109736946,1.7053008628721278,-2.0882644513490924,3.0,0.5589787824985506
2023-10-01,1.0163193378871105,1.5664340457507544,-2.6843884576607238,2.096899308267047,0.08144522117610409
2023-11-01,2.5133427119876632,2.560121258321641,-2.7049438924474063,1.8574573315490248,1.9763794592089434
2023-12-01,2.7345121130743344,3.0,-3.0,1.715352363585163,3.0
