Date,AAPL_Close,GE_Close,PFE_Close,GC=F_Close,^GSPC_Close
2022-01-01,-0.9158757743032417,-2.2020529392612334,2.8218860416328235,-2.134071269616485,-0.7364700466434337
2022-02-01,-1.37244204293279,-2.1767177290084905,1.5466647279579275,-1.5658563452587744,-1.0811608028763748
2022-03-01,-0.9133960492744255,-2.2753529153215917,2.697419907525659,-1.2948117571513944,-0.7002986550519292
2022-04-01,-1.716006736232047,-2.6906303555927447,2.0541398189511195,-1.5119737752579736,-1.670233676729528
2022-05-01,-2.132927457231218,-2.598553934848955,3.0,,-1.669698843115275
2022-06-01,-2.6969824392514403,-2.9584897132851187,2.9565329792693325,-2.084543101704256,-2.5137673105337064
2022-07-01,-1.4747140247153991,-2.7042141265637856,2.4953606579350733,-2.3087808571076445,-1.6742259125301415
2022-08-01,-1.7254228011803676,-2.7157990734004254,1.3114318646753755,-2.5814585120953586,-2.1008971536749312
2022-09-01,-2.617741920705728,-3.0,0.9556037420522197,-2.855769233963406,-3.0
2022-10-01,-1.8992146560080923,-2.6057039620500904,1.6309479381806735,-3.0,-2.3029751209268707
2022-11-01,-2.151222301155018,-2.404320067292221,2.4975187196877684,-2.4007621200237717,-1.7963682420553932
2022-12-01,-3.0,-2.4581212166135575,2.872507000916583,-1.999637576084938,-2.3820342257857545
2023-01-01,-2.3173587471145924,-1.9792299404238092,1.1440451984288194,,-1.8049119119133
2023-02-01,-2.169039964767332,-1.8453723015778896,0.35853448082163375,-1.9495646096202788,-2.064020970231755
2023-03-01,-1.3256373246383735,-1.5007594693149875,0.41520090558015,-1.187046617149793,-1.7252930145381642
2023-04-01,-1.098061164840387,-1.391213539088383,-0.05537535837487306,-1.0722064042398616,-1.578834177611112
2023-05-01,-0.7376500274568034,-1.3101274493060107,-0.2697218202615552,-1.2148041033961214,-1.5536411373415084
2023-06-01,0.07116840152536463,-1.0465979624445185,-0.5020745130479316,-1.447750662976653,-0.8950993195925991
2023-07-01,0.1894050333604751,-0.907548107283036,-0.6564797508673186,-1.1788826115250806,-0.5577833246406367
2023-08-01,-0.21965723891450617,-0.8978991687498761,-0.7276596316160697,-1.3546811317326222,-0.7556741389525463
2023-09-01,-1.0029175678952695,-1.0218369376753877,-1.2841720013440108,-1.8450656033793456,-1.2902248856496021
2023-10-01,-1.0239244965387324,-1.0802181538920266,-1.941409759780041,,-1.519637604666443
2023-11-01,-0.10826165753577754,-0.6624605555587602,-1.9640725073624874,-0.8109582242490498,-0.6092889902123466
2023-12-01,0.027019327268607007,-0.4775304443963386,-2.2893773310024064,-0.6787017317617887,-0.11752968673210518
2024-01-01,-0.3616231460549244,-0.32295166202379244,-2.7257872108756396,-0.754899117592442,0.06702237724033377
2024-02-01,-0.5361054829923582,0.4537346793979853,-2.7564923283693954,-0.7695940619615338,0.6770535976573497
2024-03-01,-0.9687841492086395,1.0453744259320423,-2.448222142963585,0.16491218279187336,1.061834293095556
2024-04-01,-1.0238277410838688,1.9096787887583142,-3.0,0.5676697936110413,0.5295964046503583
2024-05-01,0.0253605576143916,2.0534001901805183,-2.212486696127808,0.7391139117300112,1.1182069445569685
2024-06-01,0.9183034566252748,1.807578669014366,-2.2793318582962314,0.7652389954844838,1.5635724032986165
2024-07-01,1.4675746449398552,2.2549981466534676,-1.606160186756536,1.3029750983876287,1.7140472464091365
2024-08-01,1.7992457472495857,2.4428729785887207,-1.9008265252545653,1.6692670831718042,2.02098588059067
2024-09-01,2.0038893982531487,3.0,-1.9194933978444693,,2.298666739034277
2024-10-01,1.6636766950682205,2.3396854741211612,-2.090161578287977,3.0,2.1598512687144718
2024-11-01,2.2116636746182463,2.754552934369629,-2.647498329671567,2.5575106293851713,2.955626637804139
2024-12-01,3.0,2.100677336091403,-2.4793570133003855,,3.0
