Date,AAPL_Close,GE_Close,PFE_Close,GC=F_Close,^GSPC_Close
2010-01-01,-3.0,-2.5944934191345155,-2.1697427381260317,-2.8227027913455607,-2.7594826489581483
2010-02-01,-2.902731315029121,-2.599659063170811,-2.3937757882508155,-2.5469929417866632,-2.5888470075719696
2010-03-01,-2.6674591959960128,-2.0175834786598497,-2.441819321085224,-2.586045274391261,-2.226956375631196
2010-04-01,-2.4654098149264034,-1.846051281015161,-2.5294258088054447,-2.0643066828494856,-2.130772427989418
2010-05-01,-2.498012813504043,-2.49839687800349,-2.8329926529382767,-1.8135908982131843,-2.67288287902195
2010-06-01,-2.53944501455456,-3.0,-3.0,-1.553501981696126,-3.0
2010-07-01,-2.4951478671698455,-2.531570839657964,-2.8476474286918414,-2.051810127101232,-2.6049521539400295
2010-08-01,-2.6047297048834386,-2.9605129746057037,-2.6602923606212405,,-2.896236599735923
2010-09-01,-2.289923057197925,-2.4975705666641685,-2.3615031738756986,-1.0669095360723995,-2.3842738942890165
2010-10-01,-2.1564886076309335,-2.526729968962814,-2.3094596151323477,-0.6818541086467169,-2.1498863626314346
2010-11-01,-2.0777280177606325,-2.576790170907742,-2.542617576808058,-0.4639419020278419,-2.1649881260684327
2010-12-01,-1.9893658801108274,-1.928622083788421,-2.2530364765824022,-0.18198425130786244,-1.7353898941992223
2011-01-01,-1.859571173685395,-1.3993464124456978,-2.1037021759818897,-0.8638374065284897,-1.576679884110972
2011-02-01,-1.7520025083755524,-1.192209245750095,-1.8891674167446708,-0.27414718419906015,-1.3476425943196961
2011-03-01,-1.7884011655415095,-1.3863988946805446,-1.619195269462988,-0.042957565865057834,-1.3553887105474933
2011-04-01,-1.775854875078877,-1.2794390799780198,-1.478916507404358,0.871647873049409,-1.1448524414857686
2011-05-01,-1.793667479420877,-1.4960307594936413,-1.3768996839048504,,-1.2474457952132854
2011-06-01,-1.887838202912677,-1.7046017779366978,-1.5151724400527309,0.4522262022464627,-1.3843106283081876
2011-07-01,-1.463372127515301,-1.919247636618476,-1.8048821164312756,1.4363449838823321,-1.5423519431956012
2011-08-01,-1.5071270029373882,-2.3506027359992596,-1.8628234705718305,3.0,-1.9513315061560093
2011-09-01,-1.5343102236896362,-2.644463124341156,-2.0995038377015427,1.374642107681849,-2.4387742538062227
2011-10-01,-1.352628033303147,-2.1995557860001167,-1.756657705280091,2.1853679604976506,-1.7595751642656905
2011-11-01,-1.5274948064956926,-2.417304752464873,-1.580895557118836,2.3517312787636735,-1.794906488112123
2011-12-01,-1.350923995142106,-1.8729381156896958,-1.1929555159805205,0.9481908263248573,-1.7356130193527057
2012-01-01,-0.9522462365786466,-1.6057765205131813,-1.2455584173098855,,-1.4301737315028908
2012-02-01,-0.2865451343348857,-1.5123387791914826,-1.3047350468627994,2.0736788613041535,-1.1333165989468221
2012-03-01,0.15573403570463729,-1.1832294884044592,-0.920022121878207,1.7565741112400355,-0.8948617950554651
2012-04-01,0.035154030242693146,-1.3190839813020396,-0.8646617342416878,,-0.9537090135079151
2012-05-01,-0.013246439072606808,-1.4549396018848317,-1.0927551030476725,0.9231967614022611,-1.441765355330208
2012-06-01,0.035307003888570776,-0.9697428901209371,-0.7920405428940396,1.2426450327930905,-1.1529325651841769
2012-07-01,0.24254756034001357,-0.9293971324374657,-0.5594484615748292,,-1.0573057501664933
2012-08-01,0.6644562301704235,-0.9406130895591147,-0.5997029672942582,1.8760736769544515,-0.9053942546633498
2012-09-01,0.7010419368424765,-0.3798090312079836,-0.3269642534686352,2.5516790310139967,-0.7154208732220564
2012-10-01,0.14276657741569654,-0.7973722585208951,-0.32244992294813724,2.1330382161779244,-0.8742982271754194
2012-11-01,0.064684317798827,-0.7775960429525899,-0.28859371527755284,2.0814893278250732,-0.8518959175579766
2012-12-01,-0.3294802279111204,-0.8171512933022314,-0.22419667599166626,1.7995316771050938,-0.7961139489274687
2013-01-01,-0.9285870481332559,-0.3952233603750681,0.2768289972882174,1.6886224804523815,-0.3953260722422107
2013-02-01,-1.0386738949983012,-0.1272069798076214,0.3518048756391954,1.041134615182929,-0.30298627168072434
2013-03-01,-1.0086729193010084,-0.1017799336404237,0.6941014721303622,1.1746943554315248,0.000780257777578619
2013-04-01,-1.007730317268322,-0.3403671132221797,0.7423436805456474,0.21713039722591176,0.15893313524173358
2013-05-01,-0.953112596938468,-0.04428997767418208,0.31964195052445277,-0.40458254715407094,0.343779399970205
2013-06-01,-1.3505648502843988,-0.08165864639715181,0.5524715708379837,-1.7229887238296455,0.20747169949939703
2013-07-01,-0.9075698420301954,0.31348619889500906,0.8350783227930951,-1.0309815807613871,0.6502213904914669
2013-08-01,-0.6331481142811195,-0.04290799944649448,0.6520919382449466,-0.3772459143308522,0.35620638260385684
2013-09-01,-0.6910711930522511,0.17440483476240054,0.7735273929253941,,0.6269279407793191
2013-10-01,-0.32517833442098265,0.884675674208923,1.231256317953087,-0.9435047370975234,1.0448236665040849
2013-11-01,-0.059456737631075285,1.036507775037137,1.4741294065708104,-1.5136687931246537,1.3193900520194521
2013-12-01,0.006041968711986367,1.4365242204464836,1.2726222446551159,,1.5565074655091369
2014-01-01,-0.47788476671764135,0.6491462130803498,1.2184938635457119,-1.5956786915943095,1.189991748450879
2014-02-01,-0.2725245113301007,0.7492215095617132,1.620929957898574,-0.960687382073111,1.618308371206787
