Date,AAPL_Open,AAPL_Close,GE_Open,GE_Close,PFE_Open,PFE_Close,XOM_Open,XOM_Close,^GSPC_Open,^GSPC_Close
2010-01-01,7.622499942779541,5.786131381988525,72.9408950805664,56.19780349731445,17.333965301513672,9.888752937316895,68.72000122070312,36.89216995239258,1116.56005859375,1073.8699951171875
2010-02-01,6.870357036590576,6.164523124694824,77.63748931884766,56.12791442871094,17.82732391357422,9.300518035888672,65.7699966430664,37.21855926513672,1073.8900146484375,1104.489990234375
2010-03-01,7.348214149475098,7.079771518707275,77.15824127197266,64.00401306152344,16.707780838012695,9.174368858337402,65.36000061035156,38.60249710083008,1105.3599853515625,1169.4300537109375
2010-04-01,8.478928565979004,7.865774154663086,87.55783081054688,66.32504272460938,16.32827377319336,8.944343566894531,67.2699966430664,39.05778884887695,1171.22998046875,1186.68994140625
2010-05-01,9.422857284545898,7.738943576812744,90.91253662109375,57.49811935424805,15.939278602600098,8.147268295288086,68.11000061035156,34.84483337402344,1188.5799560546875,1089.4100341796875
2010-06-01,9.274642944335938,7.577767848968506,77.82918548583984,50.710880279541016,14.383301734924316,7.708761215209961,60.380001068115234,33.11444854736328,1087.300048828125,1030.7099609375
2010-07-01,9.08214282989502,7.7500901222229,68.67562866210938,57.049198150634766,13.55787467956543,8.108797073364258,56.97999954223633,34.62887954711914,1031.0999755859375,1101.5999755859375
2010-08-01,9.30142879486084,7.32379674911499,78.21257781982422,51.24518585205078,14.383301734924316,8.600728988647461,60.63999938964844,34.298126220703125,1107.530029296875,1049.3299560546875
2010-09-01,8.838213920593262,8.54845142364502,70.59260559082031,57.5092887878418,15.303605079650879,9.385254859924316,60.040000915527344,36.10974884033203,1049.719970703125,1141.199951171875
2010-10-01,10.219642639160156,9.067529678344727,78.5959701538086,57.114749908447266,16.36622428894043,9.521905899047852,62.31999969482422,38.856388092041016,1143.489990234375,1183.260009765625
2010-11-01,10.793571472167969,9.373916625976562,77.11031341552734,56.43733596801758,16.726755142211914,8.909706115722656,66.72000122070312,40.65047836303711,1185.7099609375,1180.550048828125
2010-12-01,11.259642601013184,9.717662811279297,76.82276916503906,65.2077865600586,15.645160675048828,9.670055389404297,70.37999725341797,42.9999885559082,1186.5999755859375,1257.6400146484375
2011-01-01,11.630000114440918,10.222587585449219,88.61216735839844,72.36946868896484,16.793169021606445,10.062159538269043,73.72000122070312,47.44581985473633,1257.6199951171875,1286.1199951171875
2011-02-01,12.189286231994629,10.641045570373535,97.66987609863281,75.1722412109375,17.542694091796875,10.625460624694824,81.13999938964844,50.297996520996094,1289.1400146484375,1327.219970703125
2011-03-01,12.695357322692871,10.499446868896484,101.21627807617188,72.5446548461914,18.35863494873047,11.334321022033691,86.41000366210938,49.73542022705078,1328.6400146484375,1325.8299560546875
2011-04-01,12.539643287658691,10.548256874084473,96.51969146728516,73.99190521240234,19.30739974975586,11.70264720916748,84.72000122070312,52.01144027709961,1329.47998046875,1363.6099853515625
2011-05-01,12.490714073181152,10.47896671295166,99.20345306396484,71.06117248535156,20.056926727294922,11.970520973205566,88.0999984741211,49.34524917602539,1365.2099609375,1345.199951171875
2011-06-01,12.459643363952637,10.112626075744629,93.30875396728516,68.23899841308594,20.246679306030273,11.607450485229492,83.55000305175781,48.38254165649414,1345.199951171875,1320.6400146484375
2011-07-01,11.998213768005371,11.763869285583496,90.38536834716797,65.3346176147461,19.44971466064453,10.846768379211426,81.19000244140625,47.437255859375,1320.6400146484375,1292.280029296875
2011-08-01,14.206428527832031,11.59365463256836,88.13291931152344,59.497947692871094,18.44402313232422,10.69463062286377,80.81999969482422,44.0068244934082,1292.5899658203125,1218.8900146484375
2011-09-01,13.77928638458252,11.487910270690918,78.16465759277344,55.52165603637695,17.94117546081543,10.073183059692383,74.1500015258789,43.46560287475586,1219.1199951171875,1131.4200439453125
2011-10-01,13.584643363952637,12.19467830657959,72.36580657958984,61.541751861572266,16.783681869506836,10.973386764526367,72.05000305175781,46.73316192626953,1131.2099609375,1253.300048828125
2011-11-01,14.193214416503906,11.514418601989746,77.30201721191406,58.59538650512695,18.168880462646484,11.434886932373047,75.81999969482422,48.13951110839844,1251.0,1246.9599609375
2011-12-01,13.662142753601074,12.20130729675293,76.1518325805664,65.96123504638672,19.003795623779297,12.453496932983398,80.19999694824219,51.02707290649414,1246.9100341796875,1257.5999755859375
2012-01-01,14.621429443359375,13.752227783203125,87.36613464355469,69.57617950439453,20.74003791809082,12.315380096435547,85.97000122070312,50.41300582885742,1258.8599853515625,1312.4100341796875
2012-02-01,16.37178611755371,16.341917037963867,90.76876068115234,70.84053039550781,20.16128921508789,12.15999984741211,84.2300033569336,52.074581146240234,1312.449951171875,1365.6800537109375
2012-03-01,19.577499389648438,18.062454223632812,91.77517700195312,75.2937240600586,19.99051284790039,13.17013168334961,86.47000122070312,52.49882888793945,1365.9000244140625,1408.469970703125
2012-04-01,21.493928909301758,17.5933837890625,95.99252319335938,73.4554672241211,21.38519859313965,13.3154935836792,86.5999984741211,52.262752532958984,1408.469970703125,1397.9100341796875
2012-05-01,20.889286041259766,17.40508270263672,93.83592224121094,71.6172103881836,21.47058868408203,12.716586112976074,86.45999908447266,47.59577941894531,1397.8599853515625,1310.3299560546875
