Date,AAPL_Close,GE_Close,PFE_Close,XOM_Close,^GSPC_Close
2010-01-01,-3.0,-1.9980283961042178,-2.7017105744904404,-2.3598421429576066,-2.948413273149686
2010-02-01,-2.990834092630775,-2.000673462048474,-2.7821996081396736,-2.338264250139956,-2.9118149396615327
2010-03-01,-2.968663595548816,-1.7026862241633132,-2.7994602794240313,-2.2467652076581617,-2.834195786204418
2010-04-01,-2.9496238535618025,-1.6148721131110269,-2.8309354216021787,-2.2166625906603157,-2.813566027008717
2010-05-01,-2.952696162412272,-1.948831641668109,-2.939999025878773,-2.4952054311404472,-2.9298391509183905
2010-06-01,-2.956600533252292,-2.2056218367534486,-3.0,-2.609610003957187,-3.0
2010-07-01,-2.952426189275483,-1.9658162354615274,-2.945263847715557,-2.5094825786668524,-2.9152692093139074
2010-08-01,-2.962752370103982,-2.185406934346272,-2.8779514837389772,-2.5313490006106023,-2.977744581988385
2010-09-01,-2.933087181725595,-1.948409487584683,-2.7706050209522513,-2.411574860403438,-2.8679376174220668
2010-10-01,-2.920513199916831,-1.9633367116484473,-2.7519065911045244,-2.229978562924865,-2.8176656286430326
2010-11-01,-2.913091450919587,-1.9889655778086084,-2.835674231025735,-2.111360809119067,-2.8209046903656394
2010-12-01,-2.904764709184251,-1.6571435200123947,-2.7316353436887924,-1.9560219231693678,-2.7287634517114743
2011-01-01,-2.8925336890140247,-1.3861866998443695,-2.677983643441096,-1.6620833803776487,-2.6947229556584125
2011-02-01,-2.882397239017892,-1.2801439033066533,-2.6009063176915976,-1.4735104284531415,-2.6455984993320043
2011-03-01,-2.885827086416095,-1.3795575096358474,-2.50391216023322,-1.5107049602208964,-2.647259904549812
2011-04-01,-2.8846448782891803,-1.3248021766120215,-2.453514664292412,-1.3602254192646828,-2.6021035906409598
2011-05-01,-2.8863233943672166,-1.4356836527398036,-2.4168618687944834,-1.53650183487542,-2.624108054320913
2011-06-01,-2.8951974516852177,-1.542458760326854,-2.466540485453607,-1.6001512592085305,-2.653463145459648
2011-07-01,-2.855198643865398,-1.652343808491568,-2.5706251754095133,-1.6626490891449912,-2.6873602181940917
2011-08-01,-2.8593217838497633,-1.8731709497806586,-2.591442269990845,-1.8894539157530261,-2.77507911627113
2011-09-01,-2.861883392650175,-2.023608191362374,-2.6764752888182985,-1.9252373282371062,-2.879626982648648
2011-10-01,-2.8447628012493373,-1.7958453110534118,-2.553299388720988,-1.7092011450705447,-2.733950765289125
2011-11-01,-2.861241130796839,-1.9073182358765375,-2.490152322742478,-1.6162188510235511,-2.7415287106832134
